Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
2,2000,SP,Russ Ortiz,26,14,12,0.538,5.01,33,32,0,0,0,0,195.2,192,117,109,28,112,1,167,7,0,8,871,85,5.11,1.554,8.8,1.3,5.2,7.7,1.49,Right,No
3,2000,SP,Shawn Estes,27,15,6,0.714,4.26,30,30,0,4,2,0,190.1,194,99,90,11,108,1,136,3,0,11,829,100,4.21,1.587,9.2,0.5,5.1,6.4,1.26,Left,No
4,2000,SP,Kirk Rueter,29,11,9,0.55,3.96,32,31,0,0,0,0,184.0,205,92,81,23,62,5,71,2,0,1,799,108,5.03,1.451,10.0,1.1,3.0,3.5,1.15,Left,No
5,2000,SP,Mark Gardner,38,11,7,0.611,4.05,30,20,3,0,0,0,149.0,155,72,67,16,42,2,92,5,1,2,634,106,4.24,1.322,9.4,1.0,2.5,5.6,2.19,Right,No
6,2000,SP,Joe Nathan,25,5,2,0.714,5.21,20,15,0,0,0,0,93.1,89,63,54,12,63,4,61,4,0,5,426,82,5.65,1.629,8.6,1.2,6.1,5.9,0.97,Right,No
7,2000,CL,Robb Nen,30,4,3,0.571,1.5,68,0,63,0,0,41,66.0,37,15,11,4,19,1,92,2,0,5,256,286,2.09,0.848,5.0,0.5,2.6,12.5,4.84,Right,No
8,2000,RP,Felix Rodriguez,27,4,2,0.667,2.64,76,0,19,0,0,3,81.2,65,29,24,5,42,2,95,3,1,3,346,162,3.26,1.31,7.2,0.6,4.6,10.5,2.26,Right,No
9,2000,RP,Aaron Fultz,26,5,2,0.714,4.67,58,0,18,0,0,1,69.1,67,38,36,8,28,0,62,3,2,0,299,92,4.19,1.37,8.7,1.0,3.6,8.0,2.21,Left,No
10,2000,RP,Alan Embree,30,3,5,0.375,4.95,63,0,21,0,0,2,60.0,62,34,33,4,25,2,49,3,0,1,263,87,3.77,1.45,9.3,0.6,3.8,7.4,1.96,Left,No
11,2000,RP,John Johnstone,31,3,4,0.429,6.3,47,0,9,0,0,0,50.0,64,35,35,11,13,2,37,2,0,0,222,68,5.41,1.54,11.5,2.0,2.3,6.7,2.85,Right,No
12,2000,,Doug Henry,36,3,1,0.75,2.49,27,0,8,0,0,0,25.1,18,10,7,2,21,1,16,1,0,1,110,174,5.5,1.539,6.4,0.7,7.5,5.7,0.76,Right,No
13,2000,,Miguel Del Toro,28,2,0,1.0,5.19,9,1,4,0,0,0,17.1,17,10,10,3,6,2,16,2,0,2,77,84,4.92,1.327,8.8,1.6,3.1,8.3,2.67,Right,No
14,2000,,Ben Weber,30,0,1,0.0,14.63,9,0,2,0,0,0,8.0,16,13,13,0,4,0,6,0,0,1,44,30,3.13,2.5,18.0,0.0,4.5,6.8,1.5,Right,No
15,2000,,Chad Zerbe,28,0,0,0.0,4.5,4,0,2,0,0,0,6.0,6,3,3,1,1,0,5,0,0,0,24,100,4.13,1.167,9.0,1.5,1.5,7.5,5.0,Left,No
16,2000,,Ryan Vogelsong,22,0,0,0.0,0.0,4,0,3,0,0,0,6.0,4,0,0,0,2,0,6,0,0,0,24,0,2.13,1.0,6.0,0.0,3.0,9.0,3.0,Right,No
17,2000,,Scott Linebrink,23,0,0,0.0,11.57,3,0,1,0,0,0,2.1,7,3,3,1,2,0,0,0,0,0,16,43,11.28,3.857,27.0,3.9,7.7,0.0,0.0,Right,No
1,1999,SP,Russ Ortiz,25,18,9,0.667,3.81,33,33,0,3,0,0,207.2,189,109,88,24,125,5,164,6,0,13,922,113,4.95,1.512,8.2,1.0,5.4,7.1,1.31,Right,No
2,1999,SP,Shawn Estes,26,11,11,0.5,4.92,32,32,0,1,1,0,203.0,209,121,111,21,112,2,159,5,1,15,914,87,4.64,1.581,9.3,0.9,5.0,7.0,1.42,Left,No
3,1999,SP,Kirk Rueter,28,15,10,0.6,5.41,33,33,0,1,0,0,184.2,219,118,111,28,55,2,94,2,0,2,804,80,5.01,1.484,10.7,1.4,2.7,4.6,1.71,Left,No
4,1999,SP,Mark Gardner,37,5,11,0.313,6.47,29,21,2,1,0,0,139.0,142,103,100,27,57,2,86,8,1,3,613,66,5.82,1.432,9.2,1.7,3.7,5.6,1.51,Right,No
5,1999,SP,Chris Brock,29,6,8,0.429,5.48,19,19,0,0,0,0,106.2,124,69,65,18,41,2,76,4,2,8,479,79,5.17,1.547,10.5,1.5,3.5,6.4,1.85,Right,No
6,1999,SP,Joe Nathan,24,7,4,0.636,4.18,19,14,2,0,0,1,90.1,84,45,42,17,46,0,54,1,0,2,395,103,5.95,1.439,8.4,1.7,4.6,5.4,1.17,Right,No
7,1999,CL,Robb Nen,29,3,8,0.273,3.98,72,0,64,0,0,37,72.1,79,36,32,8,27,3,77,0,0,5,320,108,3.56,1.465,9.8,1.0,3.4,9.6,2.85,Right,No
8,1999,RP,John Johnstone,30,4,6,0.4,2.6,62,0,11,0,0,3,65.2,48,24,19,8,20,5,56,1,1,2,262,166,3.97,1.036,6.6,1.1,2.7,7.7,2.8,Right,No
9,1999,RP,Alan Embree,29,3,2,0.6,3.38,68,0,13,0,0,0,58.2,42,22,22,6,26,2,53,3,0,3,244,128,4.14,1.159,6.4,0.9,4.0,8.1,2.04,Left,No
10,1999,RP,Jerry Spradlin,32,3,1,0.75,4.19,59,0,14,0,0,0,58.0,59,31,27,4,29,6,52,10,0,2,268,103,4.25,1.517,9.2,0.6,4.5,8.1,1.79,Right,No
11,1999,RP,Rich Rodriguez,36,3,0,1.0,5.24,62,0,8,0,0,0,56.2,60,33,33,8,28,5,44,1,0,1,255,82,4.95,1.553,9.5,1.3,4.4,7.0,1.57,Left,No
12,1999,,Felix Rodriguez,26,2,3,0.4,3.8,47,0,26,0,0,0,66.1,67,32,28,6,29,2,55,2,0,2,292,114,4.05,1.447,9.1,0.8,3.9,7.5,1.9,Right,No
13,1999,,Liván Hernández,24,3,3,0.5,4.38,10,10,0,0,0,0,63.2,66,32,31,6,21,2,47,0,1,0,274,99,3.87,1.366,9.3,0.8,3.0,6.6,2.24,Right,No
14,1999,,Julian Tavarez,26,2,0,1.0,5.93,47,0,12,0,0,0,54.2,65,38,36,7,25,3,33,8,1,4,258,73,5.4,1.646,10.7,1.2,4.1,5.4,1.32,Right,No
15,1999,,Miguel Del Toro,27,0,0,0.0,4.18,14,0,2,0,0,0,23.2,24,11,11,5,11,0,20,0,0,0,102,104,5.58,1.479,9.1,1.9,4.2,7.6,1.82,Right,No
16,1999,,Bronswell Patrick,28,1,0,1.0,10.13,6,0,2,0,0,1,5.1,9,7,6,1,3,0,6,0,0,0,28,45,5.01,2.25,15.2,1.7,5.1,10.1,2.0,Right,No
1,1998,SP,Mark Gardner,36,13,6,0.684,4.33,33,33,0,4,2,0,212.0,203,106,102,29,65,5,151,6,1,5,886,93,4.5,1.264,8.6,1.2,2.8,6.4,2.32,Right,No
2,1998,SP,Orel Hershiser,39,11,10,0.524,4.41,34,34,0,0,0,0,202.0,200,105,99,22,85,7,126,13,0,12,887,91,4.76,1.411,8.9,1.0,3.8,5.6,1.48,Right,No
3,1998,SP,Kirk Rueter,27,16,9,0.64,4.36,33,33,0,1,0,0,187.2,193,100,91,27,57,3,102,7,0,6,806,92,4.95,1.332,9.3,1.3,2.7,4.9,1.79,Left,No
4,1998,SP,Shawn Estes,25,7,12,0.368,5.06,25,25,0,1,1,0,149.1,150,89,84,14,80,6,136,5,1,6,661,80,4.24,1.54,9.0,0.8,4.8,8.2,1.7,Left,No
5,1998,SP,Danny Darwin,42,8,10,0.444,5.51,33,25,2,0,0,0,148.2,176,97,91,23,49,4,81,3,0,4,660,73,5.11,1.513,10.7,1.4,3.0,4.9,1.65,Right,No
6,1998,SP,Russ Ortiz,24,4,4,0.5,4.99,22,13,3,0,0,0,88.1,90,51,49,11,46,1,75,4,0,3,394,81,4.76,1.54,9.2,1.1,4.7,7.6,1.63,Right,No
7,1998,CL,Robb Nen,28,7,7,0.5,1.52,78,0,67,0,0,40,88.2,59,21,15,4,25,5,110,1,0,3,357,266,2.12,0.947,6.0,0.4,2.5,11.2,4.4,Right,No
8,1998,RP,John Johnstone,29,6,5,0.545,3.07,70,0,13,0,0,0,88.0,72,32,30,10,38,8,86,1,0,4,370,132,3.99,1.25,7.4,1.0,3.9,8.8,2.26,Right,No
9,1998,RP,Julian Tavarez,25,5,3,0.625,3.8,60,0,12,0,0,1,85.1,96,41,36,5,36,11,52,8,1,1,374,106,4.23,1.547,10.1,0.5,3.8,5.5,1.44,Right,No
10,1998,RP,Rich Rodriguez,35,4,0,1.0,3.7,68,0,11,0,0,2,65.2,69,28,27,7,20,5,44,0,0,3,278,109,4.1,1.355,9.5,1.0,2.7,6.0,2.2,Left,No
11,1998,RP,Steve Reed,33,2,1,0.667,1.48,50,0,14,0,0,1,54.2,30,10,9,4,19,5,50,4,0,0,213,274,3.52,0.896,4.9,0.7,3.1,8.2,2.63,Right,No
12,1998,,Jim Poole,32,1,3,0.25,5.29,26,0,8,0,0,0,32.1,38,20,19,5,9,5,16,0,0,2,140,77,4.99,1.454,10.6,1.4,2.5,4.5,1.78,Left,No
13,1998,,Jose Mesa,32,5,3,0.625,3.52,32,0,18,0,0,0,30.2,30,14,12,1,18,2,28,0,0,8,139,116,3.5,1.565,8.8,0.3,5.3,8.2,1.56,Right,No
14,1998,,Chris Brock,28,0,0,0.0,3.9,13,0,4,0,0,0,27.2,31,13,12,3,7,1,19,0,0,0,120,105,3.93,1.373,10.1,1.0,2.3,6.2,2.71,Right,No
15,1998,,Alvin Morman,29,0,1,0.0,5.14,9,0,3,0,0,0,7.0,8,4,4,4,3,0,7,0,0,0,32,83,9.85,1.571,10.3,5.1,3.9,9.0,2.33,Left,No
16,1998,,Dean Hartgraves,31,0,0,0.0,9.53,5,0,1,0,0,0,5.2,10,7,6,1,4,0,4,0,0,1,32,45,6.14,2.471,15.9,1.6,6.4,6.4,1.0,Left,No
17,1998,,Cory Bailey,27,0,0,0.0,2.7,5,0,1,0,0,0,3.1,2,1,1,1,1,0,2,0,0,0,13,166,6.74,0.9,5.4,2.7,2.7,5.4,2.0,Right,No
1,1997,SP,Shawn Estes,24,19,5,0.792,3.18,32,32,0,3,2,0,201.0,162,80,71,12,100,2,181,8,2,10,849,130,3.7,1.303,7.3,0.5,4.5,8.1,1.81,Left,No
2,1997,SP,Kirk Rueter,26,13,6,0.684,3.45,32,32,0,0,0,0,190.2,194,83,73,17,51,8,115,1,0,3,802,120,3.88,1.285,9.2,0.8,2.4,5.4,2.25,Left,No
3,1997,SP,Mark Gardner,35,12,9,0.571,4.29,30,30,0,2,1,0,180.1,188,92,86,28,57,6,136,1,3,3,764,96,4.58,1.359,9.4,1.4,2.8,6.8,2.39,Right,No
4,1997,SP,William VanLandingham,26,4,7,0.364,4.96,18,17,1,0,0,0,89.0,80,56,49,11,59,3,52,0,2,9,403,84,5.54,1.562,8.1,1.1,6.0,5.3,0.88,Right,No
5,1997,SP,Wilson Álvarez,27,4,3,0.571,4.48,11,11,0,0,0,0,66.1,54,36,33,9,36,3,69,1,1,1,283,93,4.47,1.357,7.3,1.2,4.9,9.4,1.92,Left,No
6,1997,SP,Osvaldo Fernández,30,3,4,0.429,4.95,11,11,0,0,0,0,56.1,74,39,31,9,15,2,31,0,1,2,256,84,4.88,1.58,11.8,1.4,2.4,5.0,2.07,Right,No
7,1997,CL,Rod Beck,28,7,4,0.636,3.47,73,0,66,0,0,37,70.0,67,31,27,7,8,2,53,2,0,1,281,119,3.32,1.071,8.6,0.9,1.0,6.8,6.63,Right,No
8,1997,RP,Julian Tavarez,24,6,4,0.6,3.87,89,0,13,0,0,0,88.1,91,43,38,6,34,5,38,4,0,4,378,107,4.42,1.415,9.3,0.6,3.5,3.9,1.12,Right,No
9,1997,RP,Doug Henry,33,4,5,0.444,4.71,75,0,25,0,0,3,70.2,70,45,37,5,41,6,69,1,0,3,317,88,3.86,1.571,8.9,0.6,5.2,8.8,1.68,Right,No
10,1997,RP,Rich Rodriguez,34,4,3,0.571,3.17,71,0,15,0,0,1,65.1,65,24,23,7,21,4,32,1,0,0,271,131,4.53,1.316,9.0,1.0,2.9,4.4,1.52,Left,No
11,1997,RP,Jim Poole,31,3,1,0.75,7.11,63,0,11,0,0,0,49.1,73,44,39,6,25,4,26,4,0,5,242,58,5.4,1.986,13.3,1.1,4.6,4.7,1.04,Left,No
12,1997,,Joe Roa,25,2,5,0.286,5.21,28,3,4,0,0,0,65.2,86,40,38,8,20,5,34,2,1,0,289,80,4.66,1.614,11.8,1.1,2.7,4.7,1.7,Right,No
13,1997,,Keith Foulke,24,1,5,0.167,8.26,11,8,0,0,0,0,44.2,60,41,41,9,18,1,33,4,0,1,209,50,5.73,1.746,12.1,1.8,3.6,6.6,1.83,Right,No
14,1997,,Danny Darwin,41,1,3,0.25,4.91,10,7,0,0,0,0,44.0,51,26,24,5,14,0,30,1,0,0,196,85,4.25,1.477,10.4,1.0,2.9,6.1,2.14,Right,No
15,1997,,Pat Rapp,29,1,2,0.333,6.0,8,6,0,0,0,0,33.0,37,24,22,5,21,1,28,2,0,3,154,69,5.47,1.758,10.1,1.4,5.7,7.6,1.33,Right,No
16,1997,,Roberto Hernández,32,5,2,0.714,2.48,28,0,7,0,0,4,32.2,29,9,9,2,14,1,35,0,0,1,137,168,3.05,1.316,8.0,0.6,3.9,9.6,2.5,Right,No
17,1997,,Terry Mulholland,34,0,1,0.0,5.16,15,2,5,0,0,0,29.2,28,21,17,4,6,1,25,2,0,1,126,81,3.99,1.146,8.5,1.2,1.8,7.6,4.17,Left,No
18,1997,,John Johnstone,28,0,0,0.0,3.38,13,0,2,0,0,0,18.2,15,7,7,1,7,0,15,4,0,0,80,127,3.97,1.179,7.2,0.5,3.4,7.2,2.14,Right,No
19,1997,,Dan Carlson,27,0,0,0.0,7.63,6,0,2,0,0,0,15.1,20,14,13,5,8,1,14,0,0,0,72,55,7.09,1.826,11.7,2.9,4.7,8.2,1.75,Right,No
20,1997,,Doug Creek,28,1,2,0.333,6.75,3,3,0,0,0,0,13.1,12,12,10,1,14,0,14,0,0,0,64,63,5.13,1.95,8.1,0.7,9.5,9.5,1.0,Left,No
21,1997,,René Arocha,33,0,0,0.0,11.32,6,0,2,0,0,0,10.1,17,14,13,2,5,2,7,1,0,0,54,38,6.01,2.129,14.8,1.7,4.4,6.1,1.4,Right,No
22,1997,,Cory Bailey,26,0,1,0.0,8.38,7,0,4,0,0,0,9.2,15,9,9,1,4,0,5,0,0,0,45,51,4.66,1.966,14.0,0.9,3.7,4.7,1.25,Right,No
23,1997,,Rich DeLucia,32,0,0,0.0,10.8,3,0,0,0,0,0,1.2,6,3,2,0,0,0,2,0,0,1,12,47,0.71,3.6,32.4,0.0,0.0,10.8,0.0,Right,No
1,1996,SP,Allen Watson,25,8,12,0.4,4.61,29,29,0,2,0,0,185.2,189,105,95,28,69,2,128,5,2,9,793,88,4.95,1.39,9.2,1.4,3.3,6.2,1.86,Left,No
2,1996,SP,William VanLandingham,25,9,14,0.391,5.4,32,32,0,0,0,0,181.2,196,123,109,17,78,6,97,9,2,7,810,75,4.76,1.508,9.7,0.8,3.9,4.8,1.24,Right,No
3,1996,SP,Mark Gardner,34,12,7,0.632,4.42,30,28,0,4,1,0,179.1,200,105,88,28,57,3,145,8,0,2,782,92,4.67,1.433,10.0,1.4,2.9,7.3,2.54,Right,No
4,1996,SP,Osvaldo Fernández,29,7,13,0.35,4.61,30,28,1,2,0,0,171.2,193,95,88,20,57,4,106,10,2,6,760,88,4.62,1.456,10.1,1.0,3.0,5.6,1.86,Right,No
5,1996,SP,Mark Leiter,33,4,10,0.286,5.19,23,22,0,1,0,0,135.1,151,93,78,25,50,7,118,9,3,2,602,78,5.14,1.485,10.0,1.7,3.3,7.8,2.36,Right,No
6,1996,SP,Shawn Estes,23,3,5,0.375,3.6,11,11,0,0,0,0,70.0,63,30,28,3,39,3,60,2,0,4,305,113,3.77,1.457,8.1,0.4,5.0,7.7,1.54,Left,No
7,1996,CL,Rod Beck,27,0,9,0.0,3.34,63,0,58,0,0,35,62.0,56,23,23,9,10,2,48,1,0,1,248,122,4.04,1.065,8.1,1.3,1.5,7.0,4.8,Right,No
8,1996,RP,Mark Dewey,31,6,3,0.667,4.21,78,0,19,0,0,0,83.1,79,40,39,9,41,9,57,5,0,4,360,97,4.86,1.44,8.5,1.0,4.4,6.2,1.39,Right,No
9,1996,RP,José Bautista,31,3,4,0.429,3.36,37,1,12,0,0,0,69.2,66,32,26,10,15,5,28,2,0,0,289,121,4.97,1.163,8.5,1.3,1.9,3.6,1.87,Right,No
10,1996,RP,Rich DeLucia,31,3,6,0.333,5.84,56,0,20,0,0,0,61.2,62,44,40,8,31,6,55,3,0,7,279,70,4.73,1.508,9.0,1.2,4.5,8.0,1.77,Right,No
11,1996,RP,Doug Creek,27,0,2,0.0,6.52,63,0,15,0,0,0,48.1,45,41,35,11,32,2,38,2,0,2,220,63,6.67,1.593,8.4,2.0,6.0,7.1,1.19,Left,No
12,1996,,Jeff Juden,25,4,0,1.0,4.1,36,0,9,0,0,0,41.2,39,23,19,7,20,2,35,1,0,3,180,100,5.19,1.416,8.4,1.5,4.3,7.6,1.75,Right,No
13,1996,,Steve Bourgeois,23,1,3,0.25,6.3,15,5,4,0,0,0,40.0,60,35,28,4,21,4,17,4,0,4,198,65,5.5,2.025,13.5,0.9,4.7,3.8,0.81,Right,No
14,1996,,Jim Poole,30,2,1,0.667,2.66,35,0,5,0,0,0,23.2,15,7,7,2,13,3,19,1,0,1,97,155,4.44,1.183,5.7,0.8,4.9,7.2,1.46,Left,No
15,1996,,Kirk Rueter,25,1,2,0.333,1.93,4,3,0,0,0,0,23.1,18,6,5,0,5,0,16,0,0,2,92,214,2.44,0.986,6.9,0.0,1.9,6.2,3.2,Left,No
16,1996,,Tim Scott,29,2,2,0.5,8.24,20,0,2,0,0,0,19.2,24,18,18,5,9,0,10,1,0,2,90,50,6.99,1.678,11.0,2.3,4.1,4.6,1.11,Right,No
17,1996,,Steve Soderstrom,24,2,0,1.0,5.27,3,3,0,0,0,0,13.2,16,11,8,1,6,0,9,2,0,0,63,79,4.56,1.61,10.5,0.7,4.0,5.9,1.5,Right,No
18,1996,,Chris Hook,27,0,1,0.0,7.43,10,0,3,0,0,0,13.1,16,13,11,3,14,2,4,2,0,1,71,56,9.1,2.25,10.8,2.0,9.5,2.7,0.29,Right,No
19,1996,,Dan Carlson,26,1,0,1.0,2.7,5,0,3,0,0,0,10.0,13,6,3,2,2,0,4,0,0,0,46,156,5.57,1.5,11.7,1.8,1.8,3.6,2.0,Right,No
20,1996,,Shawn Barton,33,0,0,0.0,9.72,7,0,2,0,0,0,8.1,19,12,9,2,1,0,3,0,1,1,45,44,5.93,2.4,20.5,2.2,1.1,3.2,3.0,Left,No
1,1995,SP,Mark Leiter,32,10,12,0.455,3.82,30,29,0,7,1,0,195.2,185,91,83,19,55,4,129,17,3,9,817,105,4.15,1.227,8.5,0.9,2.5,5.9,2.35,Right,No
2,1995,SP,Terry Mulholland,32,5,13,0.278,5.8,29,24,2,2,0,0,149.0,190,112,96,25,38,1,65,4,0,4,666,69,5.26,1.53,11.5,1.5,2.3,3.9,1.71,Left,No
3,1995,SP,William VanLandingham,24,6,3,0.667,3.67,18,18,0,1,0,0,122.2,124,58,50,14,40,2,95,2,4,5,523,110,4.06,1.337,9.1,1.0,2.9,7.0,2.38,Right,No
4,1995,SP,Mark Portugal,32,5,5,0.5,4.15,17,17,0,1,0,0,104.0,106,56,48,10,34,2,63,2,0,2,445,97,4.18,1.346,9.2,0.9,2.9,5.5,1.85,Right,No
5,1995,SP,Trevor Wilson,29,3,4,0.429,3.92,17,17,0,0,0,0,82.2,82,42,36,8,38,1,38,4,1,0,354,103,4.97,1.452,8.9,0.9,4.1,4.1,1.0,Left,No
6,1995,SP,Jamie Brewington,23,6,4,0.6,4.54,13,13,0,0,0,0,75.1,68,38,38,8,45,6,45,4,0,3,334,89,5.24,1.5,8.1,1.0,5.4,5.4,1.0,Right,No
7,1995,CL,Rod Beck,26,5,6,0.455,4.45,60,0,52,0,0,33,58.2,60,31,29,7,21,3,42,2,0,2,255,91,4.4,1.381,9.2,1.1,3.2,6.4,2.0,Right,No
8,1995,RP,José Bautista,30,3,8,0.273,6.44,52,6,19,0,0,0,100.2,120,77,72,24,26,3,45,5,2,1,451,63,6.23,1.45,10.7,2.1,2.3,4.0,1.73,Right,No
9,1995,RP,Chris Hook,26,5,1,0.833,5.5,45,0,14,0,0,0,52.1,55,33,32,7,29,3,40,3,0,2,239,74,5.15,1.605,9.5,1.2,5.0,6.9,1.38,Right,No
10,1995,RP,Shawn Barton,32,4,1,0.8,4.26,52,0,11,0,0,1,44.1,37,22,21,3,19,1,22,2,1,0,181,95,4.41,1.263,7.5,0.6,3.9,4.5,1.16,Left,No
11,1995,RP,Dave Burba,28,4,2,0.667,4.98,37,0,7,0,0,0,43.1,38,26,24,5,25,2,46,0,0,2,191,81,4.21,1.454,7.9,1.0,5.2,9.6,1.84,Right,No
12,1995,,Sergio Valdez,30,4,5,0.444,4.75,13,11,0,1,0,0,66.1,78,43,35,12,17,3,29,3,1,2,290,85,5.48,1.432,10.6,1.6,2.3,3.9,1.71,Right,No
13,1995,,Mark Dewey,30,1,0,1.0,3.13,27,0,5,0,0,0,31.2,30,12,11,2,17,6,32,0,0,1,137,130,3.51,1.484,8.5,0.6,4.8,9.1,1.88,Right,No
14,1995,,Scott Service,28,3,1,0.75,3.19,28,0,6,0,0,0,31.0,18,11,11,4,20,4,30,2,0,3,129,127,4.97,1.226,5.2,1.2,5.8,8.7,1.5,Right,No
15,1995,,Joe Rosselli,23,2,1,0.667,8.7,9,5,0,0,0,0,30.0,39,29,29,5,20,2,7,0,1,0,140,47,6.8,1.967,11.7,1.5,6.0,2.1,0.35,Left,No
16,1995,,Steve Mintz,26,1,2,0.333,7.45,14,0,3,0,0,0,19.1,26,16,16,4,12,3,7,2,0,0,96,55,7.24,1.966,12.1,1.9,5.6,3.3,0.58,Right,No
17,1995,,Shawn Estes,22,0,3,0.0,6.75,3,3,0,0,0,0,17.1,16,14,13,2,5,0,14,1,0,4,76,61,4.03,1.212,8.3,1.0,2.6,7.3,2.8,Left,No
18,1995,,Carlos Valdez,23,0,1,0.0,6.14,11,0,3,0,0,0,14.2,19,10,10,1,8,1,7,1,1,1,69,67,4.88,1.841,11.7,0.6,4.9,4.3,0.88,Right,No
19,1995,,Pat Gomez,27,0,0,0.0,5.14,18,0,3,0,0,0,14.0,16,8,8,2,12,1,15,0,1,0,70,80,5.39,2.0,10.3,1.3,7.7,9.6,1.25,Left,No
20,1995,,Kenny Greer,28,0,2,0.0,5.25,8,0,1,0,0,0,12.0,15,12,7,3,5,2,7,1,0,0,61,79,6.69,1.667,11.3,2.3,3.8,5.3,1.4,Right,No
21,1995,,Enrique Burgos,29,0,0,0.0,8.64,5,0,2,0,0,0,8.1,14,8,8,1,6,0,12,1,0,2,44,49,4.3,2.4,15.1,1.1,6.5,13.0,2.0,Left,No
22,1995,,Salomon Torres,23,0,1,0.0,9.0,4,1,2,0,0,0,8.0,13,8,8,4,7,0,2,0,0,0,40,47,11.73,2.5,14.6,4.5,7.9,2.3,0.29,Right,No
23,1995,,Steve Frey,31,0,1,0.0,4.26,9,0,1,0,0,0,6.1,7,6,3,1,2,0,5,0,0,0,29,100,4.52,1.421,9.9,1.4,2.8,7.1,2.5,Left,No
24,1995,,Luis Aquino,31,0,1,0.0,14.4,5,0,1,0,0,0,5.0,10,10,8,2,2,1,4,0,0,0,28,30,7.9,2.4,18.0,3.6,3.6,7.2,2.0,Right,No
25,1995,,John Roper,23,0,0,0.0,27.0,1,0,0,0,0,0,1.0,2,3,3,0,2,0,0,0,0,0,7,21,9.1,4.0,18.0,0.0,18.0,0.0,0.0,Right,No
1,1994,SP,John Burkett,29,6,8,0.429,3.62,25,25,0,0,0,0,159.1,176,72,64,14,36,7,85,7,0,2,676,110,4.02,1.331,9.9,0.8,2.0,4.8,2.36,Right,No
2,1994,SP,Mark Portugal,31,10,8,0.556,3.93,21,21,0,1,0,0,137.1,135,68,60,17,45,2,87,6,0,5,580,101,4.59,1.311,8.8,1.1,2.9,5.7,1.93,Right,No
3,1994,SP,Bill Swift,32,8,7,0.533,3.38,17,17,0,0,0,0,109.1,109,49,41,10,31,6,62,1,0,2,457,118,4.06,1.28,9.0,0.8,2.6,5.1,2.0,Right,No
4,1994,SP,Salomon Torres,22,2,8,0.2,5.44,16,14,2,1,0,0,84.1,95,55,51,10,34,2,42,7,1,4,378,73,5.13,1.53,10.1,1.1,3.6,4.5,1.24,Right,No
5,1994,SP,William VanLandingham,23,8,2,0.8,3.54,16,14,1,0,0,0,84.0,70,37,33,4,43,4,56,2,3,3,363,113,4.02,1.345,7.5,0.4,4.6,6.0,1.3,Right,No
6,1994,SP,Bud Black,37,4,2,0.667,4.47,10,10,0,0,0,0,54.1,50,31,27,9,16,1,28,3,1,3,227,89,5.3,1.215,8.3,1.5,2.7,4.6,1.75,Left,No
7,1994,CL,Rod Beck,25,2,4,0.333,2.77,48,0,47,0,0,28,48.2,49,17,15,10,13,2,39,0,0,0,207,144,5.0,1.274,9.1,1.8,2.4,7.2,3.0,Right,No
8,1994,RP,Dave Burba,27,3,6,0.333,4.38,57,0,13,0,0,0,74.0,59,39,36,5,45,3,84,6,0,3,322,91,3.81,1.405,7.2,0.6,5.5,10.2,1.87,Right,No
9,1994,RP,Rich Monteleone,31,4,3,0.571,3.18,39,0,8,0,0,0,45.1,43,18,16,6,13,2,16,0,2,1,189,126,5.01,1.235,8.5,1.2,2.6,3.2,1.23,Right,No
10,1994,RP,Michael Jackson,29,3,2,0.6,1.49,36,0,12,0,0,4,42.1,23,8,7,4,11,0,51,2,0,0,158,269,2.87,0.803,4.9,0.9,2.3,10.8,4.64,Right,No
11,1994,RP,Steve Frey,30,1,0,1.0,4.94,44,0,12,0,0,0,31.0,37,17,17,6,15,3,20,2,0,1,137,81,6.0,1.677,10.7,1.7,4.4,5.8,1.33,Left,No
12,1994,,Bryan Hickerson,30,4,8,0.333,5.4,28,14,1,0,0,1,98.1,118,60,59,20,38,6,59,1,1,2,436,74,5.76,1.586,10.8,1.8,3.5,5.4,1.55,Left,No
13,1994,,Pat Gomez,26,0,1,0.0,3.78,26,0,11,0,0,0,33.1,23,14,14,2,20,1,14,0,0,5,133,106,4.87,1.29,6.2,0.5,5.4,3.8,0.7,Left,No
14,1994,,Kevin Rogers,25,0,0,0.0,3.48,9,0,2,0,0,0,10.1,10,4,4,1,6,0,7,0,0,0,46,118,4.78,1.548,8.7,0.9,5.2,6.1,1.17,Left,No
15,1994,,Brad Brink,29,0,0,0.0,1.08,4,0,2,0,0,0,8.1,4,1,1,1,4,1,3,0,0,1,32,384,5.41,0.96,4.3,1.1,4.3,3.2,0.75,Right,No
16,1994,,Tony Menendez,29,0,1,0.0,21.6,6,0,2,0,0,0,3.1,8,8,8,2,2,0,2,0,0,0,19,20,11.53,3.0,21.6,5.4,5.4,5.4,1.0,Right,No
